track_id,track_name,artists_name,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo
3RNyGLgSvmVRZ7xKUp8Wgd,In the Summertime,Mungo Jerry,0.973,1970,0.724,0.754,211880,0.449,0,0,4,0.162,-14.013,1,67,25569,0.0615,82.751
1CAO7hiNOxJRPW4nFv2aRO,Mama Told Me (Not To Come) - Single Version,Three Dog Night,0.825,1970,0.373,0.673,198933,0.673,0,0.0265,1,0.206,-13.941,1,59,25569,0.0493,119.994
4ywWJqYKOwaVVh9xXARWUS,Tangerine - Remaster,Led Zeppelin,0.0948,1970,0.0857,0.306,191828,0.398,0,6.02E-05,6,0.0756,-12.767,1,62,1970,0.0412,85.622
57ct8jKi6trntXiRV0NnXi,If You Could Read My Mind,Gordon Lightfoot,0.223,1970,0.745,0.612,228840,0.24,0,7.86E-05,9,0.115,-12.821,1,63,1970,0.033,122.565
0eti3iRdEgUxwcIcN2N9DY,Domino - 1999 Remaster,Van Morrison,0.935,1970,0.321,0.731,189427,0.555,0,0.000103,2,0.0527,-13.684,1,60,25887,0.0519,131.26
5piJiL6aRhvrKBa9YuEfS9,Peace Frog,The Doors,0.808,1970,0.16,0.641,170133,0.725,0,0.00321,7,0.648,-7.376,1,63,25608,0.039,112.529
7obb4s6A7gf0Lc2AGxodMy,Strangers,The Kinks,0.487,1970,0.253,0.47,198373,0.397,0,1.35E-05,0,0.109,-9.337,1,63,25899,0.0345,128.69
2VDg6h3Qr3F8UuFVInQxE6,Planet Caravan - 2012 - Remaster,Black Sabbath,0.338,1970,0.941,0.368,269027,0.0595,0,0.889,9,0.0827,-28.603,1,57,25829,0.036,90.127
1l1YTy9nJ0trwhsCGcimly,Its A Shame,The Spinners,0.705,1970,0.0947,0.372,190058,0.642,0,0,11,0.117,-11.955,1,63,1970,0.0594,198.731
1I6l01BaBgBCVkfQCpIlR6,Truckin - 2013 Remaster,Grateful Dead,0.676,1970,0.389,0.644,306974,0.623,0,0.0202,11,0.0617,-13.862,0,58,25720,0.059,126.553
4bN43jYf41eIjJZ3UXQpuA,Hold On - Remastered 2010,John Lennon,0.681,1970,0.538,0.684,112040,0.21,0,0.031,1,0.143,-18.204,0,62,25913,0.0841,83.383
17PXXzOygMyXXUNLngVN5u,Sweet Baby James - 2019 Remaster,James Taylor,0.608,1970,0.882,0.539,173733,0.114,0,0.00902,2,0.106,-20.575,1,59,25600,0.0346,141.378
5pkd9ib1RgbkAd1R9bIOCa,Cracklin Rosie - Single Version,Neil Diamond,0.846,1970,0.319,0.562,179933,0.503,0,0,1,0.163,-14.836,1,62,1970,0.0335,127.827
7xRemq7GLu0Tbqe9OckG87,The Man in Me,Bob Dylan,0.905,1970,0.532,0.419,186213,0.517,0,0.0251,8,0.0785,-9.368,1,63,25862,0.0284,145.109
50q2aUjWoTn6CJIfSPRJQA,(They Long To Be) Close To You,Carpenters,0.236,1970,0.707,0.533,276000,0.245,0,4.21E-05,8,0.122,-14.652,1,61,1970,0.0326,89.328
4ZEEcEMGjkWOfZNBcIB9yE,War,Edwin Starr,0.736,1970,0.0939,0.59,200267,0.671,0,0,1,0.248,-12.484,1,64,25569,0.154,109.333
1US01PIcb3RFVrcN8mO8CS,Caravan - 2013 Remaster,Van Morrison,0.57,1970,0.294,0.641,300800,0.397,0,0.000717,7,0.0496,-12.285,1,59,1970-02,0.0454,81.962
5h6SovHOYpIMlAkafxcbq3,Funk #49,James Gang,0.72,1970,0.0398,0.652,246293,0.94,0,0.782,2,0.0567,-7.927,1,59,25569,0.0776,91.242
7ykaUgkdQWJLsMuOymTV2A,If Not For You - Remastered 2014,George Harrison,0.867,1970,0.219,0.607,210720,0.755,0,0.00399,7,0.082,-6.886,1,61,25899,0.0317,116.119
1o6DclZHw0HomxXEQR1ijX,Rock and Roll - Full Length Version; 2015 Remaster,The Velvet Underground,0.742,1970,0.00401,0.494,283000,0.735,0,3.14E-06,5,0.544,-8.347,1,61,1970,0.0345,132.526
4MLBqAEzNN89o2M9h92Z26,Get Back - Remastered 2009,The Beatles,0.332,1970,0.492,0.761,189387,0.592,0,0.00626,2,0.61,-9.836,1,64,25696,0.0586,123.095
4XCGfHpGVq8xw800o5cwWs,Les Fleurs,Minnie Riperton,0.513,1970,0.665,0.441,199293,0.499,0,2.87E-06,6,0.211,-9.453,1,61,25873,0.0484,151.878
0gCJkpD0RhF2rjiALLHBQL,Almost Cut My Hair,"Crosby, Stills, Nash & Young",0.574,1970,0.183,0.47,269173,0.471,0,0.00927,7,0.164,-10.484,1,63,25638,0.0437,136.828
41q8ZiB3LZl4HRmmzUTIo4,We Can Work It Out,Stevie Wonder,0.796,1970,0.135,0.608,199507,0.534,0,0,8,0.064,-11.541,1,62,25787,0.0339,105.388
1SDiiE3v2z89VxC3aVRKHQ,Since Ive Been Loving You - Remaster,Led Zeppelin,0.308,1970,0.0021,0.393,444148,0.364,0,0.0703,5,0.121,-10.945,0,63,1970,0.0345,118.566
4bjvLvKovcWqZwDbXT5QQX,Carry On,"Crosby, Stills, Nash & Young",0.532,1970,0.059,0.463,265933,0.495,0,1.25E-06,1,0.271,-12.203,1,59,25638,0.041,118.505
3beYmUcaXJZiSZMPbsMI7p,No Sugar Tonight / New Mother Nature,The Guess Who,0.519,1970,0.557,0.512,293800,0.833,0,2.98E-05,1,0.31,-8.697,0,56,25569,0.0448,101.188
0zK545STj6P7qbFSpCK9pp,No Matter What - Remastered 2010,Badfinger,0.78,1970,0.177,0.529,180547,0.743,0,0,9,0.0759,-5.523,1,57,25881,0.0481,116.817
3mlMpmY8oZIBFc39D9zLbh,The Long And Winding Road - Remastered 2009,The Beatles,0.392,1970,0.756,0.299,218187,0.329,0,0.0105,3,0.0559,-10.096,1,63,25696,0.0279,132.282
7zVZF0OgDJkFJohnlKwEpa,Amos Moses,Jerry Reed,0.95,1970,0.4,0.738,139227,0.723,0,0.00134,2,0.0166,-10.356,1,56,25903,0.0728,105.541
4mWahKerLaVddUjb8d1Q4Q,The Man Who Sold the World - 2015 Remaster,David Bowie,0.545,1970,0.642,0.474,241347,0.387,0,0.00557,2,0.143,-14.416,0,63,25876,0.0305,118.486
1NeKY4qWsCnhY8fvhwQa7q,Didnt I (Blow Your Mind This Time),The Delfonics,0.324,1970,0.795,0.484,201067,0.59,0,0.00306,9,0.155,-6.663,1,57,1970,0.0283,140.588
74iQ3gahRTOGc19bYadBE3,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,0.897,1970,0.296,0.9,291320,0.709,0,0.00047,9,0.0863,-12.683,1,53,25893,0.0636,105.822
0kp728Knw5PYvU3QzMZ0yJ,Uncle Johns Band - 2013 Remaster,Grateful Dead,0.889,1970,0.496,0.701,284910,0.316,0,0,7,0.121,-14.723,1,54,1970,0.0843,136.73
7x2xjJV3YAPeLQJ7u3Kjet,Box of Rain - 2013 Remaster,Grateful Dead,0.76,1970,0.413,0.52,318929,0.49,0,0,2,0.121,-12.828,1,54,25720,0.0286,117.755
6QLFNz62dpOgQTloWuUbNh,All Things Must Pass - Remastered 2014,George Harrison,0.441,1970,0.468,0.513,226867,0.569,0,0.00134,9,0.111,-8.278,1,59,25899,0.029,122.676
54qG9hpUjLgkgTJQ9qvB1P,Dear Angie - Remastered 2010,Badfinger,0.506,1970,0.3,0.633,160907,0.417,0,3.06E-06,1,0.114,-9.11,0,56,25577,0.0265,81.976
7vCEPLGrLHqBHyRPPsweYY,"Wonderful World, Beautiful People - Single Version",Jimmy Cliff,0.904,1970,0.0184,0.782,195558,0.386,0,0,2,0.0525,-15.443,1,54,1970,0.0302,105.849
2OBaVeRFXblWxoZHC4sryf,Country Road - 2019 Remaster,James Taylor,0.677,1970,0.753,0.52,202267,0.297,0,0.000562,2,0.109,-17.211,1,56,25600,0.0449,156.059
3NNkJwiHucP5QyUEAIMXra,Love the One Youre With,Stephen Stills,0.146,1970,0.0281,0.567,185587,0.65,0,4.03E-06,0,0.107,-6.924,1,55,1970,0.0325,97.279
35fC3Wq3slX4OBfyvBVmHm,Samba Pa Ti,Santana,0.267,1970,0.829,0.407,284800,0.358,0,0.424,9,0.0827,-12.908,0,63,25834,0.0343,92.292
01gDLZsi0j5fWC28FLPNO8,Move on Up - Extended Version,Curtis Mayfield,0.876,1970,0.141,0.584,535333,0.975,0,0.501,11,0.101,-6.534,0,64,1970,0.0651,138.341
0hNVjU6JKydHts0SAjHCno,One Of These Things First,Nick Drake,0.666,1970,0.836,0.604,290733,0.37,0,0.346,4,0.0954,-18.45,1,60,25633,0.0362,90.339
1ZUv3ISx2nFaz0JimVdcoT,Thats the Way - Remaster,Led Zeppelin,0.102,1970,0.673,0.245,337110,0.328,0,0,6,0.138,-11.553,1,56,1970,0.0377,86.926
3m167vBQI5YLK0a1m6L6Y1,Weve Only Just Begun,Carpenters,0.3,1970,0.771,0.376,185160,0.321,0,3.34E-06,9,0.103,-11.771,1,54,1970,0.0297,86.562
3gQMqeXqiHFCafaTtFnHF8,Helpless,"Crosby, Stills, Nash & Young",0.376,1970,0.86,0.538,217133,0.258,0,0.00599,2,0.134,-13.603,1,58,25638,0.0309,114.151
6d7Jz2np6jtNaZv1DiWfJs,Behind Closed Doors,Charlie Rich,0.589,1970,0.961,0.492,174667,0.329,0,0.199,2,0.0955,-11.788,1,55,1970,0.0274,85.196
4pW3aTX3kAmOaPJfc9UM12,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,0.882,1970,0.48,0.789,233613,0.683,0,0,8,0.35,-8.835,1,60,1970,0.086,92.311
3EtIraJEHVSbBvLw5msioH,Northern Sky,Nick Drake,0.489,1970,0.552,0.53,224013,0.264,0,0.694,5,0.133,-18.16,0,61,25633,0.038,90.048
2YJgM8lj4u5YEZRSHSfL60,Bell Bottom Blues,Derek & The Dominos,0.646,1970,0.587,0.404,301720,0.695,0,0.0383,2,0.159,-6.162,1,55,25873,0.034,133.136
22vqiTM3mI3r4P1P2N4qUi,I Think I Love You,The Partridge Family,0.725,1970,0.236,0.413,175307,0.6,0,0,3,0.0457,-9.096,1,54,1970,0.0412,204.692
1eN42Q7IWRzRBq8eW2Y2TE,El Condor Pasa (If I Could),Simon & Garfunkel,0.275,1970,0.836,0.33,187040,0.214,0,0.0701,4,0.178,-17.699,0,63,25594,0.0311,147.795
0pLt4z90EzbN7lY9lky1Z9,And It Stoned Me - 2013 Remaster,Van Morrison,0.597,1970,0.35,0.593,272160,0.468,0,3.52E-05,7,0.0919,-11.165,1,54,1970-02,0.0285,75.798
1rJi8cf8OWsrX4CqBnMSoQ,Who Loves the Sun - 2015 Remaster,The Velvet Underground,0.721,1970,0.326,0.441,166213,0.568,0,0,4,0.368,-8.833,1,57,1970,0.0298,130.131
1d9hUvkv64Wmdu671Dydpc,Ride Captain Ride,Blues Image,0.649,1970,0.136,0.547,225560,0.655,0,0.00737,2,0.116,-11.707,1,53,1970,0.0414,125.545
6bqB7idfAnJVisSMQA1mZQ,Id Like To Walk Around In Your Mind,Vashti Bunyan,0.51,1970,0.92,0.212,135453,0.186,0,0.00024,0,0.116,-16.813,1,52,1970,0.05,174.963
1dK6cNOMYjEP3QGYOfwP6t,Bron-Y-Aur Stomp - Remaster,Led Zeppelin,0.333,1970,0.16,0.525,257346,0.501,0,0.025,1,0.146,-14.192,1,56,1970,0.0318,108.291
5O2Id1rWAmR9ff9kGUfikf,La Murga,"Willie Colón, Héctor Lavoe, Yomo Toro",0.889,1970,0.65,0.604,334080,0.749,0,0.0277,2,0.0564,-7.591,1,61,25569,0.0381,89.013
63OJHHu2ambZAvdrvhdT2b,I Found a Reason - 2015 Remaster,The Velvet Underground,0.335,1970,0.0619,0.424,255680,0.289,0,0.000444,5,0.104,-12.063,1,56,1970,0.0271,77.941
3YPBV5DacTbhgh7vharn6w,New Speedway Boogie - 2013 Remaster,Grateful Dead,0.616,1970,0.576,0.72,246117,0.36,0,2.10E-06,11,0.118,-11.061,0,52,1970,0.0362,120.173
2iqKVzMZpyUVPwxIVaQkhm,Woodstock,"Crosby, Stills, Nash & Young",0.56,1970,0.121,0.458,233773,0.539,0,0.00944,4,0.17,-12.402,0,55,25638,0.0571,118.928
4Sk6QA0RoRqZ3Hg9TlAX4X,Long As I Can See The Light,Creedence Clearwater Revival,0.532,1970,0.35,0.707,210867,0.407,0,0.000253,11,0.0564,-7.045,1,60,25774,0.0373,127.252
6kjlvJLh2DBsSQtqVzFh8I,Immigrant Song - 1990 Remaster,Led Zeppelin,0.609,1970,0.00031,0.574,145067,0.926,0,0.478,11,0.386,-10.79,1,58,25846,0.0562,113.097
7cDxjUnMitNKQC5c8RQUko,Black Magic Woman / Gypsy Queen,Santana,0.557,1970,0.657,0.464,319773,0.462,0,0.527,2,0.124,-14.093,0,58,25834,0.0406,124.033
5KF3zQP0cqLklYnF6riogg,"Sunday Morning Coming Down - Live at Ryman Auditorium, Nashville, TN - July 1970",Johnny Cash,0.808,1970,0.415,0.392,247907,0.472,0,1.68E-05,8,0.892,-9.499,1,55,25842,0.0257,78.93
0xIZPPBfLqQEAj1BLmGrNc,Black Sabbath - 2014 Remaster,Black Sabbath,0.133,1970,0.0467,0.317,378227,0.431,0,0.0457,2,0.239,-14.338,1,51,25612,0.0415,132.652
5aN9SeqAtly2NriV7tMjrI,Crazy Love - 2013 Remaster,Van Morrison,0.334,1970,0.841,0.575,155453,0.188,0,4.37E-05,9,0.228,-18.758,1,54,1970-02,0.0959,77.464
7As8h8LJTMIritB8QwSmqr,Electric Funeral - 2012 - Remaster,Black Sabbath,0.285,1970,0.437,0.364,289803,0.487,0,1.28E-06,4,0.266,-12.888,1,50,25829,0.0464,125.271
6sjTzevtstOxOMsFsypsEm,The Wizard - 2014 Remaster,Black Sabbath,0.361,1970,0.0335,0.394,262747,0.682,0,0.000231,9,0.307,-11.972,1,51,25612,0.111,100.646
0INUNNYfsp4qr6kJdY46mY,Travelin Band,Creedence Clearwater Revival,0.963,1970,0.0166,0.513,127493,0.92,0,0.0282,6,0.178,-6.664,1,59,25774,0.0511,166.186
4S2QZuPFZ9qeHW2sonMJS1,Gallows Pole - Remaster,Led Zeppelin,0.359,1970,0.125,0.399,297929,0.845,0,0.00109,2,0.334,-8.736,1,54,1970,0.0369,105.911
0wZuvGn7nZbKoyKOlwZQMF,Id Have You Anytime - Remastered 2014,George Harrison,0.245,1970,0.741,0.556,177427,0.345,0,0.0061,7,0.103,-11.176,1,55,25899,0.0264,139.53
4t6NQkpUmvpvLDCkl3XuwA,Hot Fun in the Summertime,Sly & The Family Stone,0.931,1970,0.634,0.656,157040,0.65,0,0.0148,0,0.161,-11.643,1,49,25893,0.0575,146.268
4uCbetXW9LStYPUjCpBVp9,Son of a Preacher Man,Aretha Franklin,0.561,1970,0.545,0.474,199267,0.473,0,1.25E-06,2,0.0356,-11.454,1,61,25583,0.0601,77.583
5eieTS268veCXyZoLoy7eP,Knock Three Times,Tony Orlando & Dawn,0.923,1970,0.158,0.774,176704,0.58,0,0,1,0.0458,-10.08,1,55,1970,0.0512,123.127
4Qs8uJL6dhsJJKl2rX8a9F,The Shape Im In - Remastered 2000,"The Band, Todd Rundgren",0.958,1970,0.243,0.723,240573,0.672,0,0.00373,7,0.299,-7.875,1,52,25797,0.0356,128.079
15euJpYK8D9FguuIUwBY2Z,Rocky Top,Conway Twitty,0.959,1970,0.0151,0.524,168493,0.572,0,3.06E-06,7,0.348,-12.611,1,51,25650,0.0281,146.682
5NU6nNizcd38J1xJi1tGXE,One Toke Over the Line,Brewer & Shipley,0.87,1970,0.156,0.581,199293,0.806,0,4.53E-06,0,0.215,-8.158,1,50,1970,0.0335,77.496
6EKrBVHDk20hwjYWGPQQlF,Jack the Stripper / Fairies Wear Boots - 2012 - Remaster,Black Sabbath,0.627,1970,0.00152,0.424,372145,0.662,0,0.0241,3,0.176,-10.827,1,49,25829,0.0434,137.347
0fGNZCxMxV2bCRndfbCl60,Where Do The Children Play?,Yusuf / Cat Stevens,0.293,1970,0.75,0.491,232133,0.311,0,1.83E-05,7,0.0849,-14.192,1,58,25895,0.0365,127.856
2l9UM2IVGSulrohfekmKdr,A Song For You,Leon Russell,0.205,1970,0.973,0.48,248600,0.0871,0,2.67E-06,5,0.148,-22.005,1,53,1970,0.0442,118.036
5x7Oxaa9EEIx9nw17CC5yW,Chains And Things,B.B. King,0.341,1970,0.593,0.56,293733,0.241,0,0.195,4,0.122,-15.385,0,58,25569,0.0314,79.537
6MYDgkfu34kRRIdMfleVCV,The Circle Game,Joni Mitchell,0.329,1970,0.95,0.599,292600,0.198,0,0,11,0.185,-12.116,1,53,25628,0.0314,117.749
5Bh8l8evdBSIoaK6EP1bWI,Baby Driver,Simon & Garfunkel,0.75,1970,0.378,0.445,195760,0.68,0,0.000209,8,0.102,-11.338,1,57,25594,0.0528,163.664
1LjPCQHkAYnJbQUgSoHaye,This Time Tomorrow,The Kinks,0.747,1970,0.276,0.395,201427,0.814,0,0.00375,4,0.224,-7.61,0,54,25899,0.052,128.944
